info_date,cpi_yoy,ppi_yoy,cpi_core,cpi_ppi_scissors,pmi_manu,pmi_non_manu,pmi_mom,pmi_yoy,shibor_1y,shibor_overnight,shibor_3m,m2_yoy,m1_yoy,m1_m2_scissors
2015-01-04,,,,,,,,,4.7385,3.64,5.138,,,
2015-01-05,,,,,,,,,4.7429,3.421,5.125,,,
2015-01-06,,,,,,,,,4.7455,3.032,5.077,,,
2015-01-07,,,,,,,,,4.7476,2.881,5.019,,,
2015-01-08,,,,,,,,,4.7488,2.83,4.963,,,
2015-01-09,,,,,,,,,4.749,2.805,4.925,,,
2015-01-12,,,,,,,,,4.75,2.753,4.9061,,,
2015-01-13,,,,,,,,,4.75,2.667,4.9055,,,
2015-01-14,,,,,,,,,4.75,2.636,4.898,,,
2015-01-15,,,,,,,,,4.7521,2.631,4.894,,,
2015-01-16,,,,,,,,,4.7521,2.633,4.889,,,
2015-01-19,,,,,,,,,4.7555,2.66,4.894,,,
2015-01-20,,,,,,,,,4.7635,2.707,4.897,,,
2015-01-21,,,,,,,,,4.768,2.788,4.9,,,
2015-01-22,,,,,,,,,4.772,2.771,4.9,,,
2015-01-23,,,,,,,,,4.7738,2.728,4.901,,,
2015-01-26,,,,,,,,,4.7748,2.688,4.8935,,,
2015-01-27,,,,,,,,,4.7758,2.674,4.897,,,
2015-01-28,,,,,,,,,4.7788,2.69,4.9005,,,
2015-01-29,,,,,,,,,4.779,2.765,4.907,,,
2015-01-30,,,,,,,,,4.783,2.813,4.914,,,
2015-02-01,,,,,49.8,53.7,-1.386139,-0.598802,4.783,2.813,4.914,,,
2015-02-02,,,,,49.8,53.7,-1.386139,-0.598802,4.7848,2.889,4.9164,,,
2015-02-03,,,,,49.8,53.7,-1.386139,-0.598802,4.7856,2.9544,4.9167,,,
2015-02-04,,,,,49.8,53.7,-1.386139,-0.598802,4.7886,2.973,4.928,,,
2015-02-05,,,,,49.8,53.7,-1.386139,-0.598802,4.783,2.866,4.916,,,
2015-02-06,,,,,49.8,53.7,-1.386139,-0.598802,4.7793,2.856,4.908,,,
2015-02-09,,,,,49.8,53.7,-1.386139,-0.598802,4.779,2.812,4.904,,,
2015-02-10,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.779,2.852,4.899,,,
2015-02-11,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.78,2.932,4.9,,,
2015-02-12,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7834,3.058,4.901,,,
2015-02-13,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7855,3.091,4.9,10.77,10.55,-0.2
2015-02-15,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7876,3.175,4.9,10.77,10.55,-0.2
2015-02-16,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7888,3.182,4.9,10.77,10.55,-0.2
2015-02-17,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7868,3.4,4.9,10.77,10.55,-0.2
2015-02-25,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7886,3.328,4.9,10.77,10.55,-0.2
2015-02-26,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7878,3.298,4.9,10.77,10.55,-0.2
2015-02-27,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7888,3.318,4.9,10.77,10.55,-0.2
2015-02-28,0.76,,1.2,5.08,49.8,53.7,-1.386139,-0.598802,4.7879,3.441,4.9,10.77,10.55,-0.2
2015-03-01,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7879,3.441,4.9,10.77,10.55,-0.2
2015-03-02,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7829,3.453,4.898,10.77,10.55,-0.2
2015-03-03,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7805,3.45,4.8979,10.77,10.55,-0.2
2015-03-04,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7812,3.446,4.8959,10.77,10.55,-0.2
2015-03-05,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7802,3.433,4.896,10.77,10.55,-0.2
2015-03-06,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7821,3.416,4.8978,10.77,10.55,-0.2
2015-03-09,0.76,,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7803,3.381,4.8979,10.77,10.55,-0.2
2015-03-10,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.35,4.8988,10.77,10.55,-0.2
2015-03-11,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.347,4.9,10.77,10.55,-0.2
2015-03-12,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.4644,4.9,12.51,5.63,-6.9
2015-03-13,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.436,4.9,12.51,5.63,-6.9
2015-03-16,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.403,4.905,12.51,5.63,-6.9
2015-03-17,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.376,4.905,12.51,5.63,-6.9
2015-03-18,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.369,4.906,12.51,5.63,-6.9
2015-03-19,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.332,4.904,12.51,5.63,-6.9
2015-03-20,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.294,4.902,12.51,5.63,-6.9
2015-03-23,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.217,4.899,12.51,5.63,-6.9
2015-03-24,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.218,4.898,12.51,5.63,-6.9
2015-03-25,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.7801,3.21,4.8975,12.51,5.63,-6.9
2015-03-26,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.216,4.8975,12.51,5.63,-6.9
2015-03-27,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.206,4.8975,12.51,5.63,-6.9
2015-03-30,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.203,4.8975,12.51,5.63,-6.9
2015-03-31,0.76,-4.7976,1.2,5.08,49.9,53.9,-0.59761,0.200803,4.78,3.183,4.8975,12.51,5.63,-6.9
2015-04-01,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.78,3.087,4.8975,12.51,5.63,-6.9
2015-04-02,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.78,2.995,4.8975,12.51,5.63,-6.9
2015-04-03,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.78,2.887,4.888,12.51,5.63,-6.9
2015-04-07,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.78,2.766,4.8585,12.51,5.63,-6.9
2015-04-08,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.78,2.683,4.8305,12.51,5.63,-6.9
2015-04-09,0.76,-4.7976,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7798,2.599,4.8008,12.51,5.63,-6.9
2015-04-10,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7785,2.489,4.7821,12.51,5.63,-6.9
2015-04-13,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7774,2.405,4.7667,12.51,5.63,-6.9
2015-04-14,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7773,2.372,4.7535,11.62,2.91,-8.7
2015-04-15,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7773,2.307,4.7365,11.62,2.91,-8.7
2015-04-16,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7753,2.298,4.72,11.62,2.91,-8.7
2015-04-17,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7758,2.268,4.703,11.62,2.91,-8.7
2015-04-20,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7553,2.087,4.6133,11.62,2.91,-8.7
2015-04-21,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.7265,2.002,4.4845,11.62,2.91,-8.7
2015-04-22,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.6935,1.949,4.4161,11.62,2.91,-8.7
2015-04-23,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.6688,1.908,4.3431,11.62,2.91,-8.7
2015-04-24,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.643,1.851,4.2641,11.62,2.91,-8.7
2015-04-27,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.6278,1.806,4.161,11.62,2.91,-8.7
2015-04-28,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.6075,1.759,4.08,11.62,2.91,-8.7
2015-04-29,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.5965,1.739,4.035,11.62,2.91,-8.7
2015-04-30,0.76,-4.5603,1.2,5.08,50.1,53.7,-0.397614,0.400802,4.5816,1.69,3.97,11.62,2.91,-8.7
2015-05-01,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.5816,1.69,3.97,11.62,2.91,-8.7
2015-05-04,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.5628,1.619,3.923,11.62,2.91,-8.7
2015-05-05,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.5455,1.564,3.8815,11.62,2.91,-8.7
2015-05-06,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.533,1.523,3.846,11.62,2.91,-8.7
2015-05-07,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.515,1.489,3.823,11.62,2.91,-8.7
2015-05-08,0.76,-4.5603,1.2,5.08,50.1,53.4,-0.595238,0.0,4.5,1.443,3.7985,11.62,2.91,-8.7
2015-05-09,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.5,1.443,3.7985,11.62,2.91,-8.7
2015-05-11,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.453,1.345,3.735,11.62,2.91,-8.7
2015-05-12,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.415,1.29,3.681,11.62,2.91,-8.7
2015-05-13,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.3845,1.247,3.634,10.07,3.67,-6.4
2015-05-14,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.3115,1.182,3.482,10.07,3.67,-6.4
2015-05-15,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.241,1.078,3.323,10.07,3.67,-6.4
2015-05-18,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.171,1.052,3.2,10.07,3.67,-6.4
2015-05-19,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.115,1.033,3.156,10.07,3.67,-6.4
2015-05-20,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,4.024,1.032,3.071,10.07,3.67,-6.4
2015-05-21,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.948,1.033,3.014,10.07,3.67,-6.4
2015-05-22,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.866,1.037,2.959,10.07,3.67,-6.4
2015-05-25,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.692,1.039,2.903,10.07,3.67,-6.4
2015-05-26,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.574,1.04,2.881,10.07,3.67,-6.4
2015-05-27,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.511,1.04,2.869,10.07,3.67,-6.4
2015-05-28,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.463,1.043,2.865,10.07,3.67,-6.4
2015-05-29,0.76,-4.5725,1.2,5.08,50.1,53.4,-0.595238,0.0,3.444,1.039,2.864,10.07,3.67,-6.4
2015-06-01,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.43,1.027,2.8565,10.07,3.67,-6.4
2015-06-02,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4175,1.034,2.862,10.07,3.67,-6.4
2015-06-03,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.408,1.039,2.871,10.07,3.67,-6.4
2015-06-04,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.402,1.047,2.8825,10.07,3.67,-6.4
2015-06-05,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.051,2.885,10.07,3.67,-6.4
2015-06-08,0.76,-4.5725,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.061,2.887,10.07,3.67,-6.4
2015-06-09,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.071,2.902,10.07,3.67,-6.4
2015-06-10,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.083,2.902,10.07,3.67,-6.4
2015-06-11,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.09,2.909,10.82,4.65,-6.1
2015-06-12,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.104,2.921,10.82,4.65,-6.1
2015-06-15,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.121,2.96,10.82,4.65,-6.1
2015-06-16,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.131,2.981,10.82,4.65,-6.1
2015-06-17,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.151,2.999,10.82,4.65,-6.1
2015-06-18,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.202,3.054,10.82,4.65,-6.1
2015-06-19,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.267,3.105,10.82,4.65,-6.1
2015-06-23,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.295,3.173,10.82,4.65,-6.1
2015-06-24,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.338,3.211,10.82,4.65,-6.1
2015-06-25,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.357,3.25,10.82,4.65,-6.1
2015-06-26,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.4,1.357,3.277,10.82,4.65,-6.1
2015-06-29,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.392,1.34,3.248,10.82,4.65,-6.1
2015-06-30,0.76,-4.607,1.2,5.08,50.2,53.2,-1.181102,0.199601,3.392,1.257,3.233,10.82,4.65,-6.1
2015-07-01,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3865,1.163,3.213,10.82,4.65,-6.1
2015-07-02,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.387,1.1608,3.212,10.82,4.65,-6.1
2015-07-03,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.387,1.159,3.202,10.82,4.65,-6.1
2015-07-06,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.387,1.167,3.203,10.82,4.65,-6.1
2015-07-07,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.386,1.176,3.192,10.82,4.65,-6.1
2015-07-08,0.76,-4.607,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3858,1.187,3.186,10.82,4.65,-6.1
2015-07-09,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3867,1.198,3.182,10.82,4.65,-6.1
2015-07-10,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3868,1.21,3.177,10.82,4.65,-6.1
2015-07-13,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3897,1.224,3.1709,10.82,4.65,-6.1
2015-07-14,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3901,1.238,3.1642,11.75,4.27,-7.5
2015-07-15,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3911,1.245,3.1598,11.75,4.27,-7.5
2015-07-16,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.263,3.155,11.75,4.27,-7.5
2015-07-17,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.282,3.152,11.75,4.27,-7.5
2015-07-20,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.29,3.1505,11.75,4.27,-7.5
2015-07-21,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.304,3.1512,11.75,4.27,-7.5
2015-07-22,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.323,3.1563,11.75,4.27,-7.5
2015-07-23,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3912,1.332,3.16,11.75,4.27,-7.5
2015-07-24,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3922,1.337,3.1635,11.75,4.27,-7.5
2015-07-27,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3923,1.374,3.1645,11.75,4.27,-7.5
2015-07-28,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3924,1.388,3.1638,11.75,4.27,-7.5
2015-07-29,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3923,1.427,3.1635,11.75,4.27,-7.5
2015-07-30,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3924,1.448,3.1605,11.75,4.27,-7.5
2015-07-31,0.76,-4.8135,1.2,5.08,50.2,53.8,-1.568627,0.0,3.3924,1.47,3.1575,11.75,4.27,-7.5
2015-08-01,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3924,1.47,3.1575,11.75,4.27,-7.5
2015-08-03,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3924,1.488,3.153,11.75,4.27,-7.5
2015-08-04,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3924,1.497,3.15,11.75,4.27,-7.5
2015-08-05,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3934,1.508,3.143,11.75,4.27,-7.5
2015-08-06,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3935,1.517,3.137,11.75,4.27,-7.5
2015-08-07,0.76,-4.8135,1.2,5.08,50.0,53.9,-3.288201,-0.398406,3.3935,1.529,3.127,11.75,4.27,-7.5
2015-08-09,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3935,1.529,3.127,11.75,4.27,-7.5
2015-08-10,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3935,1.557,3.1223,11.75,4.27,-7.5
2015-08-11,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3935,1.586,3.118,13.310595,6.57,-6.7
2015-08-12,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3925,1.614,3.1125,13.310595,6.57,-6.7
2015-08-13,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3925,1.641,3.101,13.310595,6.57,-6.7
2015-08-14,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3925,1.667,3.097,13.310595,6.57,-6.7
2015-08-17,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3925,1.701,3.091,13.310595,6.57,-6.7
2015-08-18,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3945,1.745,3.093,13.310595,6.57,-6.7
2015-08-19,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3947,1.788,3.094,13.310595,6.57,-6.7
2015-08-20,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3957,1.83,3.093,13.310595,6.57,-6.7
2015-08-21,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.3987,1.847,3.09,13.310595,6.57,-6.7
2015-08-24,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.4,1.866,3.09,13.310595,6.57,-6.7
2015-08-25,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.4,1.879,3.091,13.310595,6.57,-6.7
2015-08-26,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.4,1.786,3.0975,13.310595,6.57,-6.7
2015-08-27,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.4,1.759,3.096,13.310595,6.57,-6.7
2015-08-28,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.4,1.774,3.098,13.310595,6.57,-6.7
2015-08-31,1.6,-4.8135,1.7,6.97,50.0,53.9,-3.288201,-0.398406,3.401,1.801,3.1,13.310595,6.57,-6.7
2015-09-01,1.6,-4.8135,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.404,1.821,3.1026,13.310595,6.57,-6.7
2015-09-02,1.6,-4.8135,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.401,2.031,3.1026,13.310595,6.57,-6.7
2015-09-06,1.6,-4.8135,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.401,1.901,3.104,13.310595,6.57,-6.7
2015-09-07,1.6,-4.8135,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.401,1.904,3.099,13.310595,6.57,-6.7
2015-09-08,1.6,-4.8135,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.409,1.897,3.095,13.310595,6.57,-6.7
2015-09-09,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.4143,1.896,3.092,13.310595,6.57,-6.7
2015-09-10,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.41,1.899,3.093,13.310595,6.57,-6.7
2015-09-11,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.411,1.9001,3.097,13.311818,9.27,-4.0
2015-09-14,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.411,1.899,3.106,13.311818,9.27,-4.0
2015-09-15,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.412,1.899,3.113,13.311818,9.27,-4.0
2015-09-16,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.9,3.116,13.311818,9.27,-4.0
2015-09-17,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.899,3.1268,13.311818,9.27,-4.0
2015-09-18,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.9,3.1355,13.311818,9.27,-4.0
2015-09-21,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.901,3.141,13.311818,9.27,-4.0
2015-09-22,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.908,3.1448,13.311818,9.27,-4.0
2015-09-23,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.908,3.1468,13.311818,9.27,-4.0
2015-09-24,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.909,3.1518,13.311818,9.27,-4.0
2015-09-25,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.907,3.153,13.311818,9.27,-4.0
2015-09-28,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.91,3.152,13.311818,9.27,-4.0
2015-09-29,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.907,3.153,13.311818,9.27,-4.0
2015-09-30,1.6,-5.9227,1.7,6.97,49.7,53.4,-2.739726,-0.6,3.413,1.989,3.153,13.311818,9.27,-4.0
2015-10-01,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.413,1.989,3.153,13.311818,9.27,-4.0
2015-10-08,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.414,1.909,3.1515,13.311818,9.27,-4.0
2015-10-09,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.414,1.906,3.1585,13.311818,9.27,-4.0
2015-10-10,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.414,1.904,3.1656,13.311818,9.27,-4.0
2015-10-12,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.414,1.902,3.173,13.311818,9.27,-4.0
2015-10-13,1.6,-5.9227,1.7,6.97,49.8,53.4,-2.544031,0.201207,3.413,1.9,3.1825,13.311818,9.27,-4.0
2015-10-14,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.414,1.9,3.186,13.311818,9.27,-4.0
2015-10-15,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.415,1.901,3.1846,13.125282,11.37,-1.7
2015-10-16,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.415,1.899,3.1826,13.125282,11.37,-1.7
2015-10-19,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.416,1.902,3.1783,13.125282,11.37,-1.7
2015-10-20,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.418,1.903,3.175,13.125282,11.37,-1.7
2015-10-21,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.419,1.905,3.169,13.125282,11.37,-1.7
2015-10-22,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.418,1.904,3.157,13.125282,11.37,-1.7
2015-10-23,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.418,1.909,3.144,13.125282,11.37,-1.7
2015-10-26,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.392,1.84,3.084,13.125282,11.37,-1.7
2015-10-27,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.384,1.8,3.047,13.125282,11.37,-1.7
2015-10-28,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.371,1.796,3.038,13.125282,11.37,-1.7
2015-10-29,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.364,1.798,3.036,13.125282,11.37,-1.7
2015-10-30,1.6,-5.9227,1.6,7.5,49.8,53.4,-2.544031,0.201207,3.3575,1.798,3.036,13.125282,11.37,-1.7
2015-11-01,1.6,-5.9227,1.6,7.5,49.8,53.1,-1.968504,0.0,3.3575,1.798,3.036,13.125282,11.37,-1.7
2015-11-02,1.6,-5.9227,1.6,7.5,49.8,53.1,-1.968504,0.0,3.355,1.793,3.042,13.125282,11.37,-1.7
